"YR_MO","CALL_DATE","AGENT_KEY","CALLS","HANDLE_TIME","CALL_REGEN","CALLS_WITH_OFFER","CALLS_WITH_ACCEPT","CALLS_OFFER_APPLIED","TRANSFERS"
201708,2017-08-29,12484,30,24483,8,26,16,11,3
201708,2017-08-29,12485,33,24827,7,29,22,13,3
201708,2017-08-29,12486,30,25775,8,27,22,13,3
201708,2017-08-29,12487,30,24216,8,28,19,13,3
201708,2017-08-29,12488,28,24930,6,26,20,13,3
201708,2017-08-29,12489,29,25740,8,25,16,11,3
201708,2017-08-29,12490,31,25197,8,27,18,10,3
201708,2017-08-30,12473,30,24350,6,29,19,13,2
201708,2017-08-30,12474,31,25761,7,31,26,18,2
201708,2017-08-30,12475,34,25923,9,33,21,16,2
201708,2017-08-30,12476,34,24918,8,32,25,20,2
201708,2017-08-30,12477,32,25534,7,31,22,17,2
201708,2017-08-30,12478,34,25356,6,32,25,16,2
201708,2017-08-30,12479,35,25806,7,33,26,16,2
201708,2017-08-30,12481,36,24642,6,36,24,14,2
201708,2017-08-30,12482,30,25142,9,27,22,11,3
201708,2017-08-30,12483,31,25317,6,29,20,12,4
201708,2017-08-30,12484,31,25907,9,27,20,10,3
201708,2017-08-30,12485,28,24368,6,25,20,11,4
201708,2017-08-30,12486,29,25247,7,27,17,10,3
201708,2017-08-30,12487,33,25892,8,28,19,11,4
201708,2017-08-30,12488,30,25060,8,28,21,11,3
201708,2017-08-30,12489,28,24135,6,24,16,8,4
201708,2017-08-30,12490,33,24633,10,30,19,10,4
201708,2017-08-31,12465,40,24942,5,39,28,20,2
201708,2017-08-31,12466,38,25348,5,37,29,21,1
201708,2017-08-31,12467,40,25275,5,38,27,22,2
201708,2017-08-31,12468,35,25854,6,32,26,22,1
201708,2017-08-31,12469,38,24478,6,35,31,24,2
201708,2017-08-31,12470,36,25052,5,33,28,25,1
201708,2017-08-31,12471,38,24436,7,36,28,20,2
201708,2017-08-31,12472,40,24140,6,37,31,22,2
201708,2017-08-31,12482,30,25569,7,28,17,10,3
201708,2017-08-31,12483,29,24637,6,27,19,12,3
201708,2017-08-31,12484,30,25242,7,28,22,15,4
201708,2017-08-31,12485,31,25363,9,27,19,13,4
201708,2017-08-31,12486,28,25714,6,25,17,12,3
201708,2017-08-31,12487,29,25834,7,25,17,10,3
201708,2017-08-31,12488,33,25229,7,28,20,12,3
201708,2017-08-31,12489,29,25006,6,26,20,12,3
201708,2017-08-31,12490,29,24662,6,27,19,10,3
