Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured
1179619,"August 5, 2018",Illinois,Chicago,1300 block of S Millard Ave,1,5
1179607,"August 5, 2018",Illinois,Chicago,1300 block of W 76th St,0,8
1179677,"August 5, 2018",Illinois,Chicago,900 block of S Karlov Ave,0,4
1179644,"August 5, 2018",Illinois,Chicago,1600 block of S Avers Ave,0,4
1179810,"August 4, 2018",Nevada,Las Vegas,3400 block of Coran Ln,0,6
1180161,"August 4, 2018",Missouri,Kansas City,E 18th St and Highland Ave,0,6
1179805,"August 4, 2018",Illinois,Chicago,1600 block of N Leclaire Ave,1,3
1179589,"August 4, 2018",Wisconsin,Milwaukee,40th St and Vliet St,0,4
1176169,"July 31, 2018",California,Gardena,1212 West 135th Street,2,3
1177024,"July 30, 2018",Georgia,Savannah,12328 Largo Dr,0,4
1175571,"July 30, 2018",Illinois,Chicago,1200 block of S Avers Ave,0,4
1174423,"July 29, 2018",Pennsylvania,York,100 block of E Maple St,0,4
1174960,"July 29, 2018",Arizona,Phoenix,2501 E Van Buren St,1,4
1174990,"July 29, 2018",Michigan,Lansing,Spring and River Street,0,4
1174190,"July 28, 2018",Louisiana,New Orleans,3400 S Claiborne Ave,3,7
1174527,"July 28, 2018",California,Los Angeles,8801 S Vermont Ave,2,4
1173476,"July 27, 2018",Texas,Robstown,603 East Ave J,5,0
1173637,"July 27, 2018",Illinois,Chicago,1100 block of S Troy St,0,4
1172224,"July 26, 2018",Ohio,Cleveland,18416 St Clair Ave,1,6
1173069,"July 26, 2018",California,Oakland,73rd Ave and Bancroft Ave,2,2
1172403,"July 26, 2018",Texas,Dallas,3019 South Blvd,0,6
1172333,"July 25, 2018",Louisiana,New Orleans,7000 block of Bullard Ave,0,4
1170482,"July 23, 2018",Illinois,Chicago,6400 block of S May St,0,5
1168828,"July 21, 2018",Maryland,Baltimore,1000 block of Dundalk Ave,0,4
1169103,"July 21, 2018",Illinois,Chicago,3100 block of W Fulton St,2,5
1169656,"July 20, 2018",Washington,Sunnyside,500 block of S 15th St,1,4
1167806,"July 20, 2018",New Jersey,Elizabeth,323 Irvington Ave,0,4
1166302,"July 18, 2018",Oklahoma,Oklahoma City,7201 Melrose Ln,0,4
1165214,"July 16, 2018",Florida,Palm Beach Gardens (Riviera Beach),2100 block of W 28th St,2,4
1165183,"July 16, 2018",District of Columbia,Washington,300 block of 53rd St NE,1,4
1165299,"July 16, 2018",Pennsylvania,Philadelphia,2100 block of N 4th St,1,4
1164167,"July 15, 2018",Colorado,Denver,50th Ave and Grant St,0,4
1164110,"July 15, 2018",Tennessee,Chattanooga,1400 Cowart St,0,5
1163947,"July 14, 2018",Maryland,Fort Washington,9500 block of Fort Foote Rd,0,4
1162785,"July 13, 2018",Virginia,Richmond,1401 Roseneath Rd,1,3
1162687,"July 12, 2018",Tennessee,Memphis,3678 Powers Rd,0,5
1162437,"July 11, 2018",Texas,Houston,9550 Bissonnet St,0,4
1161230,"July 11, 2018",Florida,Reddick,16300 block of NW Gainesville Rd,0,4
1159820,"July 9, 2018",Florida,Orlando,Southland Blvd and Orange Blossom Trail,1,4
1160253,"July 9, 2018",Delaware,Wilmington,2709 Ferris Rd,5,0
1160418,"July 8, 2018",Alabama,Brandon,565 US-80,0,6
1159528,"July 8, 2018",Tennessee,Memphis,Mount Moriah Rd and Mendenhall Rd,0,4
1158826,"July 7, 2018",Alabama,Wetumpka,135 Granite Way,3,2
1156480,"July 5, 2018",New York,Brooklyn,280 Herkimer St,0,4
1157073,"July 5, 2018",New York,Albany,First St and Lexington Ave,0,4
1156528,"July 5, 2018",California,Los Angeles,1600 block of W. 2nd Street,3,3
1156638,"July 5, 2018",Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6
1157733,"July 5, 2018",Ohio,Lima,1440 Bellefontaine Ave,1,5
1155906,"July 4, 2018",Georgia,Atlanta,5456 E Fayetteville Rd,1,3
1155567,"July 3, 2018",Missouri,Saint Louis,1700 block of Billups Ave,1,5
1154998,"July 3, 2018",District of Columbia,Washington,1700 block of Benning Rd NE,0,4
1154558,"July 2, 2018",New York,Buffalo,Grape St,2,2
1153997,"July 1, 2018",Illinois,Chicago,3400 block of W Walnut Ave,0,6
1153531,"June 30, 2018",Maryland,Baltimore,4000 block of Penhurst Ave,0,6
1153134,"June 30, 2018",Georgia,Ashburn,800 Block of W. Washington,1,6
1153471,"June 30, 2018",New Jersey,Jersey City,Lexington Ave and John F Kennedy Blvd,0,5
1151584,"June 28, 2018",Maryland,Annapolis,888 Bestgate Rd,5,0
1151355,"June 27, 2018",California,Oakland,8901 MacArthur Boulevard,1,3
1151527,"June 27, 2018",Texas,San Antonio,100 block of Holly Street,0,4
1151373,"June 27, 2018",Connecticut,Hartford,124 Hillside Ave,0,4
1149910,"June 25, 2018",Illinois,Chicago,3900 block of S Vincennes Ave,0,6
1148468,"June 24, 2018",North Carolina,Sanford,109 S Steele St,1,6
1148678,"June 24, 2018",Florida,Punta Gorda,2450 Harbour Dr,0,4
1148647,"June 24, 2018",Florida,Indiantown,17068 SW Palm Beach St,0,4
1149173,"June 24, 2018",Florida,Palm Beach Gardens (Riviera Beach),1200 block of W 35th St,1,3
1149463,"June 24, 2018",Indiana,Gary,2500 block of Harrison Street,1,3
1148596,"June 24, 2018",Ohio,Sandusky,1504 Milan Rd,0,5
1148042,"June 23, 2018",Kansas,Wichita,1403 Harding  St,0,4
1147720,"June 23, 2018",Illinois,Chicago,100 block of East 51st St,1,4
1161366,"June 23, 2018",Tennessee,Covington,319 N High St,0,4
1147323,"June 22, 2018",Pennsylvania,Homestead (Munhall),1324 Margaret St,1,3
1146968,"June 21, 2018",California,San Bernardino,279 W Base Line,1,3
1146760,"June 21, 2018",Louisiana,Morganza,Deaton Ln,0,4
1146547,"June 21, 2018",Illinois,Chicago,6500 block of S Claremont Ave,0,4
1145709,"June 20, 2018",California,Modesto,2300 block of West Hatch Road,0,5
1145881,"June 19, 2018",Alabama,Huntsville,905 Lee Dr NW,0,4
1144852,"June 18, 2018",Illinois,Bloomington,311 Riley Dr,3,1
1143558,"June 18, 2018",Illinois,Chicago,1300 block of S Loomis St,2,3
1143135,"June 17, 2018",North Carolina,Charlotte,3215 Queen City Dr,0,4
1142789,"June 17, 2018",New Jersey,Trenton,635 S Clinton Ave,1,19
1143081,"June 17, 2018",Georgia,Macon,325 Edgewood Ln,1,3
1143524,"June 17, 2018",Illinois,Chicago,2200 block of S Sacramento Ave,0,4
1141645,"June 14, 2018",California,Union City,32992 Mission Blvd,0,5
1141745,"June 14, 2018",New York,Buffalo,Marigold Ave,1,4
1141943,"June 14, 2018",California,Tracy,West 6th Street,1,4
1141108,"June 14, 2018",Colorado,Westminster,5150 W 80th Ave,1,3
1142145,"June 14, 2018",Pennsylvania,Philadelphia,400 block of Penn St,0,4
1139320,"June 12, 2018",New York,Bronx,W 166th St and  Summit Ave,0,4
1139176,"June 11, 2018",Alabama,Montgomery,3220 block of Virginia Pines Ln,0,4
1138324,"June 11, 2018",Florida,Orlando,4932 Eaglesmere Dr,6,0
1137435,"June 10, 2018",California,Valley Village,12719 Tiara St,0,6
1137586,"June 10, 2018",Indiana,Indianapolis (Lawrence),4745 N Richardt Ave,1,4
1137547,"June 10, 2018",Illinois,Aurora,300 block of W Park Ave,0,7
1137600,"June 10, 2018",Florida,Bradenton,5627 14th St W,1,5
1137473,"June 10, 2018",Illinois,Chicago,6400 block of S Eberhart Ave,1,5
1137848,"June 10, 2018",Illinois,Bloomington,1200 block of Orchard Rd,2,2
1137737,"June 9, 2018",North Carolina,Kannapolis,1709 S Cannon Blvd,0,4
1136928,"June 9, 2018",Massachusetts,Boston,14 Copeland St,0,4
1137402,"June 9, 2018",Pennsylvania,Philadelphia,2000 block of 20th St,1,4
1134378,"June 5, 2018",Florida,Jacksonville,Town Center Pkwy,3,1
1132408,"June 3, 2018",Texas,Dallas,4500 Spring Ave,0,5
1131909,"June 3, 2018",Illinois,Chicago,1200 block of W 73rd Pl,1,3
1131855,"June 2, 2018",Nebraska,Omaha,S 11th St and Farnam St,1,6
1132050,"June 2, 2018",New York,Buffalo,Strauss Street,0,5
1129432,"May 31, 2018",South Carolina,Timmonsville,544 Chaney Grove Rd,3,2
1126712,"May 27, 2018",Louisiana,Shreveport,857 E Stoner Ave,0,4
1126434,"May 27, 2018",Colorado,Aurora,15373 E 6th Ave,1,3
1124777,"May 25, 2018",Ohio,Cincinnati,1000 block of Ross Avenue,0,4
1122728,"May 20, 2018",Indiana,Anderson,1604 Madison Ave,0,4
1121111,"May 20, 2018",Mississippi,Hazlehurst,513 Monticello St,1,7
1118785,"May 18, 2018",Texas,Santa Fe,16000 Hwy 6,10,13
1116705,"May 16, 2018",Texas,Ponder,610 Lone Star Park Ln,5,1
1115110,"May 14, 2018",Maryland,Baltimore,2020 Etting St,0,4
1114725,"May 13, 2018",California,Los Angeles,365 W Manchester Avenue,2,2
1115051,"May 13, 2018",California,Stockton,2436 Belleview St,3,2
1114402,"May 13, 2018",Mississippi,Byhalia,French Rd and Berta Rd,0,4
1114276,"May 12, 2018",Nebraska,Omaha,3201 Decatur St,0,6
1113538,"May 12, 2018",New Jersey,Paulsboro,275 W Buck St,0,4
1113737,"May 11, 2018",Missouri,Saint Louis,4800 block of Farlin Ave,0,4
1112948,"May 11, 2018",Oklahoma,Talihina,2nd St and Dallas St,1,4
1111950,"May 9, 2018",Missouri,Saint Louis,5200 block of Minerva Avenue,0,4
1111649,"May 9, 2018",Nebraska,Omaha,Sahler St and N 48th St,0,4
1110399,"May 7, 2018",California,San Diego,15th St and J St,0,5
1108856,"May 6, 2018",Oklahoma,Stillwater,2020 East Lakeview Road,0,4
1109322,"May 6, 2018",Tennessee,Memphis,499 N Watkins St,2,4
1108879,"May 5, 2018",Georgia,Columbus,4944 Sentry Street,0,5
1110773,"May 4, 2018",North Carolina,Henderson,519 Hilliard St,0,4
1109928,"May 4, 2018",Illinois,Chicago Heights,200 block of E 23rd St,0,4
1106451,"May 2, 2018",Illinois,Chicago,3500 block of W Grenshaw St,1,4
1106557,"May 2, 2018",Minnesota,Minneapolis,2400 block of Ogema Place,0,5
1106432,"May 2, 2018",New York,Brooklyn,333 Bristol St,1,4
1105061,"May 1, 2018",Louisiana,New Orleans,3200 block of Saint Claude Ave,0,5
1103454,"April 30, 2018",Florida,Pompano Beach,4251 N Dixie Hwy,0,4
1103465,"April 30, 2018",District of Columbia,Washington,3600 block of New York Ave NE,0,4
1103423,"April 29, 2018",Tennessee,Wartburg,519 South Kingston St,0,4
1102808,"April 29, 2018",Washington,Seattle (Skyway),12603 Renton Ave S,2,2
1103045,"April 29, 2018",North Carolina,Monroe,1500 block of Massey St,1,3
1102900,"April 29, 2018",Florida,West Palm Beach,1969 S Military Trail,1,3
1102559,"April 28, 2018",North Carolina,Maxton,Modest Rd,0,5
1100691,"April 25, 2018",Arkansas,Pine Bluff,300 block of West 24th Street,0,4
1100852,"April 25, 2018",Missouri,Saint Louis,1151 Northdale Dr,3,1
1099516,"April 24, 2018",Michigan,Flint,2200 block of Ave A,0,4
1096826,"April 22, 2018",Tennessee,Antioch,3571 Murfreesboro Pike,4,3
1097700,"April 22, 2018",Louisiana,New Orleans,1900 block of St Roch Ave,2,4
1096232,"April 21, 2018",Pennsylvania,Philadelphia,1800 block of W Diamond St,2,2
1096388,"April 20, 2018",California,San Francisco,3rd Street and Quesada Ave,1,5
1095043,"April 18, 2018",North Carolina,Asheville,73 Hansel Ave,4,3
1092279,"April 15, 2018",Louisiana,Shreveport,6956 Jewella Ave,0,6
1088778,"April 9, 2018",California,Vallejo,201 Maine St,0,4
1087153,"April 8, 2018",North Carolina,Hickory,247 1st Ave NW,1,3
1087021,"April 8, 2018",Florida,Miami,1300 block of NW 63rd Terrace,2,2
1086773,"April 6, 2018",Florida,Jacksonville,6100 block of Transylvania Ave,0,4
1086966,"April 6, 2018",Virginia,Virginia Beach,5800 block of Pickering St,1,3
1084847,"April 4, 2018",Louisiana,New Orleans,3300 Garden Oaks Drive,2,2
1083552,"April 2, 2018",Texas,Houston,8500 block of Redcliff Rd,1,3
1082835,"April 1, 2018",Michigan,Saginaw,600 block of Yale St,0,5
1083011,"April 1, 2018",Alabama,Mobile,3556 Halls Mill Rd,1,4
1082273,"March 31, 2018",New Jersey,Asbury Park,Atlantic Ave and Monmouth Ave,0,5
1080234,"March 29, 2018",Texas,Plano,7401 Alma Dr,1,3
1080442,"March 29, 2018",New Jersey,Camden,Kaighn Ave and Haddon Ave,0,4
1077180,"March 24, 2018",Utah,Salt Lake City (West Valley City),3180 South 5600 West,0,4
1074886,"March 21, 2018",California,San Francisco,949 Geneva Ave,1,5
1071427,"March 17, 2018",Kentucky,Louisville,2928 W Kentucky St,0,7
1071381,"March 17, 2018",Illinois,Harvey,16700 S Halsted St,0,4
1078612,"March 13, 2018",Florida,Macclenny,South Blvd,0,4
1068615,"March 12, 2018",California,Modesto,2000 block of Robertson Rd,0,4
1067061,"March 11, 2018",Indiana,South Bend,800 block of E Dayton St,0,6
1067264,"March 11, 2018",Illinois,Champaign,700 block of N Hickory St,1,3
1067296,"March 11, 2018",Michigan,Saginaw,Cumberland Ave and Hess St,1,4
1066594,"March 9, 2018",North Carolina,Wadesboro,1300 E Caswell St,3,1
1064514,"March 7, 2018",Alabama,Hurtsboro,531 Main Street,2,2
1062466,"March 4, 2018",Illinois,Rockford,426 Howard Ave,1,4
1061748,"March 3, 2018",New York,Brooklyn,Kings Highway and Utica Avenue,1,3
1062123,"March 3, 2018",Florida,Miami,1300 Block of NW 62nd Ln,0,4
1059559,"February 27, 2018",Connecticut,Bridgeport,1306 Stratford Ave,0,4
1057518,"February 26, 2018",Michigan,Detroit,22700 Fenkell Ave,5,0
1056240,"February 23, 2018",Florida,Palm Beach Gardens (Riviera Beach),W 23rd St,1,3
1052372,"February 18, 2018",Texas,San Antonio,2893 Cinema Ridge,0,5
1052035,"February 17, 2018",Kansas,Kansas City,1615 Minnesota,1,7
1051407,"February 17, 2018",Tennessee,Memphis,3188 N Watkins Ave,0,5
1051291,"February 16, 2018",Oklahoma,Oklahoma City,1700 block of SW 15,1,3
1049217,"February 14, 2018",Florida,Pompano Beach (Parkland),5901 Pine Island Rd,17,17
1049024,"February 13, 2018",Louisiana,New Orleans,5400 block of Andry St,2,3
1047761,"February 11, 2018",Michigan,Detroit,19432 Lamont St,4,3
1046961,"February 10, 2018",Kentucky,Paintsville,413 Mill St,5,0
1044234,"February 7, 2018",Florida,Lake Worth (Lantana),I-95 and W Lantana Rd,3,3
1043447,"February 5, 2018",Colorado,Colorado Springs,4225 Galley Rd,2,4
1042280,"February 3, 2018",Ohio,Cleveland (Garfield Heights),11321 Broadway Ave,1,5
1040815,"January 31, 2018",Missouri,Saint Louis,Goodfellow Blvd and Dr Martin Luther King Dr,0,4
1037529,"January 28, 2018",Pennsylvania,Melcroft,1301 Indian Creek Valley Rd,5,0
1037515,"January 28, 2018",Indiana,Indianapolis,1313 N Sherman Dr,2,3
1038429,"January 28, 2018",Pennsylvania,Reading,123 S 3rd St,4,0
1037438,"January 27, 2018",Kentucky,Bowling Green,645 Pearl Street,0,4
1037541,"January 27, 2018",California,Los Angeles,243 East 119th St,0,5
1035803,"January 25, 2018",District of Columbia,Washington,1600 block of Kenilworth Ave NE,0,4
1033262,"January 23, 2018",Kentucky,Benton,416 High School Rd,2,14
1034205,"January 23, 2018",Pennsylvania,Philadelphia,N 24th St and Ridge Ave,0,4
1032393,"January 21, 2018",Florida,Orlando,3101 Willow Bend Blvd,0,4
1031851,"January 21, 2018",Illinois,Chicago,3200 W Division St,0,4
1029095,"January 17, 2018",District of Columbia,Washington,2000 block of 16th St SE,1,3
1042072,"January 15, 2018",Florida,Alachua,14223 NW 156th Pl,0,5
1026804,"January 14, 2018",Alabama,Eutaw,809 Mesopotamia St,1,4
1027013,"January 14, 2018",Alabama,Madison,101 Westchester Dr,0,4
1025673,"January 12, 2018",Tennessee,Nashville,2614 Jenkins Ct,3,2
1025272,"January 11, 2018",Missouri,Saint Robert (St Robert),St Robert Outer Road and Houston Road,2,2
1022067,"January 7, 2018",Alabama,Union Springs,US-29,1,5
1022055,"January 7, 2018",Florida,Plantation,5225 W Broward Blvd,0,4
1021788,"January 5, 2018",Mississippi,Hattiesburg,6168 US 49,0,6
1020574,"January 4, 2018",Arkansas,Brinkley,615 W 6th St,1,3
1018295,"January 1, 2018",Alabama,Huntsville,2025 Sparkman Dr NW,1,3
740447,"December 31, 2016",Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2
738749,"December 31, 2016",Texas,Houston,3704 Fannin Street,1,3
738041,"December 30, 2016",Ohio,Mansfield,3230 Possum Run Rd,0,5
738576,"December 30, 2016",Connecticut,Wallingford,95 S Turnpike Rd,2,3
736690,"December 28, 2016",Georgia,Columbus,2914 10th Street,1,4
734157,"December 25, 2016",Illinois,Chicago,8600 block of S Maryland Ave,3,4
735947,"December 25, 2016",Alabama,Ozark,858 US-231,0,4
733599,"December 25, 2016",New York,Mount Vernon,4 North 3rd Avenue,1,5
732927,"December 24, 2016",North Carolina,Madison,490 K Ford Rd,0,7
733176,"December 24, 2016",North Carolina,Wilson,2241 Banks Lane East,4,0
732263,"December 23, 2016",Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3
732574,"December 23, 2016",Illinois,Chicago,4900 block of W Hubbard,0,4
727759,"December 17, 2016",Illinois,Chicago (Roseland),100 block of W 105th St,5,0
728286,"December 17, 2016",North Carolina,Charlotte,4115 N. Tryon Street,0,4
727555,"December 16, 2016",Illinois,Chicago,13th and South Kedzie,0,4
727544,"December 16, 2016",Illinois,Chicago,4300 block of South Rockwell,2,2
724667,"December 12, 2016",California,Sacramento,4800 block of Myrtle Avenue,1,3
723649,"December 11, 2016",New York,Brooklyn,192 Knickerbocker Ave,0,4
723643,"December 11, 2016",Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4
723292,"December 11, 2016",Maryland,Baltimore,3916 South Hanover Street,0,5
725338,"December 11, 2016",North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4
725323,"December 9, 2016",Texas,Channelview,15300 block of Market,4,0
722452,"December 9, 2016",California,Fresno,842 Fresno Street,0,4
719128,"December 5, 2016",New Mexico,Albuquerque,1532 Stagecoach Lane,4,1
717873,"December 3, 2016",California,Los Angeles,91st Street and Western Avenue,0,6
717616,"December 2, 2016",New Jersey,Bloomfield,3 1st Ave,0,6
716001,"December 1, 2016",California,Clearlake Oaks,Pomo Rd,1,3
715101,"November 30, 2016",Maryland,Baltimore,2901 Garrison Blvd,2,4
712796,"November 28, 2016",Texas,Mission (Palmview),1840 West Palma Vista Drive,1,3
712776,"November 28, 2016",California,Wilmington,1067 McDonald Avenue,0,4
713445,"November 28, 2016",California,San Pedro,300 block of West 2nd Street,0,4
711597,"November 27, 2016",Louisiana,New Orleans,100 block of Bourbon Street,1,9
711744,"November 27, 2016",Missouri,Kansas City,Gregory and Prospect,0,7
710732,"November 26, 2016",Illinois,Chicago,8800 block of S Exchange Ave,1,5
710467,"November 25, 2016",Louisiana,New Orleans,Magnolia St and Felicity St,0,4
709370,"November 24, 2016",Kentucky,Louisville,4501 W Broadway,2,4
709276,"November 24, 2016",New York,Albany,77 Central Ave,1,3
708777,"November 23, 2016",Mississippi,Olive Branch,928 Cross Road,0,4
708392,"November 22, 2016",Florida,Clewiston,1068 Harlem Academy Ave,1,4
704568,"November 18, 2016",Illinois,Chicago,5000 block of W Wabansia,0,4
703245,"November 17, 2016",Tennessee,Dyersburg,160 Longfellow,1,7
699605,"November 13, 2016",Florida,Jacksonville,5105 Cleveland Rd,3,2
699332,"November 13, 2016",Texas,San Antonio,8000 Midcrown,0,4
700232,"November 13, 2016",California,San Diego,3800 block of Marlborough Avenue,3,2
699316,"November 13, 2016",Florida,Orlando,Conley Street and South Ivey Lane,0,4
699033,"November 12, 2016",California,Sacramento,8600 block of Ardith Drive,1,5
700363,"November 12, 2016",Missouri,Kansas City,21st St and Cleveland Ave,1,3
699303,"November 12, 2016",Connecticut,Bridgeport,2500 Park Avenue,0,5
699863,"November 11, 2016",Texas,Houston,7705 Channelside Street,0,4
698383,"November 10, 2016",Texas,Houston,6610 S Sam Houston Pkwy W,1,3
696917,"November 9, 2016",Washington,Seattle,1524 3rd Ave,0,5
697377,"November 9, 2016",Illinois,Chicago,3400 block of W Monroe,1,3
696352,"November 9, 2016",Tennessee,Memphis,1800 block of East Brooks Road,0,4
693438,"November 5, 2016",Texas,San Antonio,10726 Perrin Beitel Rd,0,4
693401,"November 5, 2016",South Carolina,Myrtle Beach,803 Main St,0,5
693624,"November 5, 2016",Florida,Fort Lauderdale (Lauderhill),3135 W Broward Blvd,1,3
693374,"November 5, 2016",California,Oakland,420 14th Street,0,8
693290,"November 5, 2016",Illinois,Chicago,4800 block of North Winthrop,0,5
693307,"November 4, 2016",Pennsylvania,Philadelphia,5451 Springfield Ave,0,4
692020,"November 3, 2016",Illinois,Chicago,8000 block of S Shore Dr,2,2
692315,"November 3, 2016",New Jersey,Orange,234 Cleveland Street,2,2
692025,"November 2, 2016",Arkansas,Little Rock,2111 Bragg Street,1,4
691113,"November 1, 2016",Tennessee,Memphis,5200 block of Zodiac Rd,1,5
689518,"October 31, 2016",Louisiana,Shreveport,700 Block of W 68th St,0,4
688979,"October 30, 2016",Ohio,Toledo,742 Junction Ave,0,4
689020,"October 30, 2016",Maryland,Capitol Heights,6862 Walker Mill Rd,3,3
688841,"October 30, 2016",New York,New York (Manhattan),135 Ridge Street,0,4
688577,"October 30, 2016",New York,Newburgh,119 First Street,2,5
688592,"October 30, 2016",Texas,San Antonio,2900 block of Aspen Meadow,0,5
689009,"October 29, 2016",California,Los Angeles,1600 block of Century Boulevard,0,5
687940,"October 29, 2016",Ohio,Dayton,2010 Cornell Ridge Dr,1,3
688210,"October 29, 2016",California,Riverside,3500 block of Madison Street,0,4
688429,"October 28, 2016",Mississippi,Jackson,200 block of Lorenz Blvd,0,6
687375,"October 28, 2016",Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,0,4
686312,"October 27, 2016",Georgia,Jackson,600 block of Moccasin Gap Road,4,0
685379,"October 25, 2016",Ohio,Dayton,3300 block of Riverside Dr,1,3
684130,"October 25, 2016",Virginia,Roanoke,830 Campbell Avenue Southeast,2,3
683142,"October 23, 2016",Oklahoma,Wellston,Highway 66 and N 3310 Rd,1,5
682298,"October 22, 2016",California,Oakland,77th and Bancroft Avenues,0,7
679290,"October 18, 2016",California,San Francisco,325 La Grande Ave,0,4
678438,"October 17, 2016",Illinois,Chicago (Englewood),6700 block of South Winchester,1,4
677293,"October 15, 2016",Alabama,Mobile,1800 block of St Stephens Road,0,5
676686,"October 15, 2016",Illinois,Rockford,7801 East State St,1,5
676663,"October 15, 2016",California,Los Angeles,2918 Rimpau Blvd,4,11
676376,"October 14, 2016",Illinois,Chicago,3300 block of W Maypole Ave,1,6
675993,"October 13, 2016",Illinois,Chicago,2700 block of West Lexington,0,4
672203,"October 9, 2016",Michigan,Grand Rapids,1850 28th Street SE,1,8
672217,"October 9, 2016",California,Sacramento,1696 Arden Way,1,3
671717,"October 8, 2016",New York,Brooklyn,7301 3rd Ave,0,4
669777,"October 4, 2016",Louisiana,New Orleans,3727 Ulloa Street,3,2
668407,"October 3, 2016",Minnesota,Minneapolis,Fourth St and Hennepin Ave,0,4
667984,"October 2, 2016",Texas,San Antonio,2600 South Flores Street,1,4
668279,"October 1, 2016",Illinois,Pembroke Township,17250E Road,4,0
668352,"October 1, 2016",California,Fresno,3200 block of East Clay Avenue,0,4
665995,"September 29, 2016",California,San Francisco,400 block of Ellis St,1,3
663624,"September 26, 2016",North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Dr,0,4
663789,"September 26, 2016",Texas,Humble,21219 Grand Linden Ct,0,4
663106,"September 26, 2016",Texas,Houston,5450 Weslayan St,1,6
662548,"September 25, 2016",Illinois,Champaign,300 block of E. Green St,1,3
662342,"September 24, 2016",Maryland,Baltimore,Greenmount Ave and Preston St,0,8
661703,"September 23, 2016",Washington,Burlington,201 Cascade Mall Dr,5,0
657854,"September 18, 2016",Pennsylvania,Philadelphia,3001 Castor Avenue,0,4
658226,"September 18, 2016",Pennsylvania,Pittsburgh,1700 block of Brighton Pl,0,4
657863,"September 18, 2016",Virginia,Lynchburg,421 Rivermont Ave,1,3
657634,"September 17, 2016",District of Columbia,Washington,2600 block of Birney Pl SE,2,7
659289,"September 17, 2016",Florida,Miami,20582 SW 119th Ave,0,6
657136,"September 17, 2016",Florida,Orlando,3918 Columbia St,1,6
657151,"September 17, 2016",Indiana,Indianapolis,2016 West 76th Street,2,2
656991,"September 16, 2016",California,Los Angeles (Hollywood),555 N Heliotrope Dr,2,2
657023,"September 16, 2016",Pennsylvania,Philadelphia,5100 block of Sansom St,2,5
655512,"September 14, 2016",Texas,Humble,16000 block of Saybrook,1,3
654087,"September 13, 2016",Indiana,Fort Wayne,1723 E Wayne St,3,2
653077,"September 11, 2016",Louisiana,New Orleans,2349 S Claiborne Ave,1,5
652584,"September 11, 2016",Missouri,Kansas City,500 block of Westport Rd,0,6
652561,"September 11, 2016",Michigan,Saginaw,2207 Pierce Road,0,5
652606,"September 11, 2016",North Carolina,New Bern,1100 block of Highway 70,0,5
652642,"September 11, 2016",Indiana,Fort Wayne,3006 Holton Avenue,3,1
652759,"September 11, 2016",New Jersey,Jersey City,87 Van Wagenen Ave,1,3
652175,"September 10, 2016",Florida,Miami,3451 Northwest 36 Street,1,3
651957,"September 8, 2016",Texas,Del Valle,8330 Linden Rd,4,0
651434,"September 8, 2016",Arkansas,Hot Springs National Park (Hot Springs),300 block of Lacey St,1,4
648884,"September 5, 2016",Illinois,Chicago,2700 block of W Lexington Ave,2,3
648490,"September 5, 2016",Pennsylvania,Reading,600 block of Moss Street,0,4
647865,"September 4, 2016",Virginia,Roanoke,1020 Orange Ave NE,1,10
646995,"September 3, 2016",North Carolina,Wilmington,600 block of North 30th St,1,3
646855,"September 3, 2016",Illinois,Chicago,100 block of North Seeley Avenue,0,4
644723,"August 30, 2016",Georgia,Atlanta,400 Merritts Avenue NE,0,4
643824,"August 30, 2016",Illinois,Chicago (Englewood),6800 block of South Ashland,0,4
641732,"August 29, 2016",New Jersey,Egg Harbor City,907 White Horse Pike,1,5
641419,"August 28, 2016",Texas,Lubbock,2200 block of 17th St,0,6
640677,"August 28, 2016",New York,Bronx,514 E 156th St,0,4
640689,"August 28, 2016",Missouri,Saint Louis,S Grand Blvd and Montana St,2,2
640861,"August 28, 2016",Alabama,Dadeville,512 E Columbus St,0,5
640500,"August 27, 2016",Alabama,Bessemer (Brighton),3810 7th Ave,1,6
640203,"August 27, 2016",Florida,Miami,1900 block of NW 83rd Terr,2,4
640901,"August 25, 2016",New Jersey,Bridgeton,Marion Street,0,5
634889,"August 21, 2016",Massachusetts,Boston,Westview and Stratton Street,0,4
634787,"August 21, 2016",Connecticut,Bridgeport,19 Plymouth St,0,13
634238,"August 20, 2016",Connecticut,Hamden,903 Dixwell Ave,0,4
634731,"August 20, 2016",Washington,Tacoma,900 block of Pacific Avenue,0,5
634819,"August 20, 2016",Alabama,Citronelle,Jim Platt Road,5,0
632747,"August 18, 2016",Connecticut,Waterbury,402 E Main Street,0,4
632753,"August 17, 2016",California,Oakland,Mandela Parkway,0,4
630007,"August 14, 2016",Virginia,Norfolk,1600 block of Selden Avenue,0,4
629415,"August 14, 2016",Minnesota,Minneapolis,1717 Plymouth Ave N,0,5
629663,"August 13, 2016",California,Los Angeles,6300 block of 11th Avenue,0,4
628570,"August 13, 2016",Wisconsin,Milwaukee,4001 West Fond Du Lac Ave,2,2
